π	3001
ℯ	3002
∂	3010
∫	3011
√	3020
⁒	3021
ƒlog	3022
ƒexp	3023
length	3100
get	3101
append	3102
map	3110
reduce	3111
dot	3112
sum	3113
avg	3114
min	3115
max	3116
norm	3117
